Year Month,State,Industry,Regulator,Product,Count
2012,New Jersey,Depository Institution,OCC,Residential Mortgage,12
2012,New Jersey,Depository Institution,OCC,[Total],12
2012,New Jersey,Depository Institution,[Total],[Total],12
2012,New Jersey,Securities/Futures,SEC,Stocks,3
2012,New Jersey,Securities/Futures,SEC,[Total],3
2012,New Jersey,Securities/Futures,[Total],[Total],3
2012,New Jersey,[Total],[Total],[Total],15
2012,New York,Depository Institution,FDIC,Debit Card,2
2012,New York,Depository Institution,FDIC,[Total],2
2012,New York,Depository Institution,OCC,Commercial Mortgage,1
2012,New York,Depository Institution,OCC,Forex Transactions,1
2012,New York,Depository Institution,OCC,[Total],2
2012,New York,Depository Institution,[Total],[Total],4
2012,New York,Securities/Futures,SEC,Bonds/Notes,1
2012,New York,Securities/Futures,SEC,Mutual Fund,1
2012,New York,Securities/Futures,SEC,Stocks,1
2012,New York,Securities/Futures,SEC,[Total],3
2012,New York,Securities/Futures,[Total],[Total],3
2012,New York,[Total],[Total],[Total],7
2012,Ohio,Depository Institution,OCC,Credit Card,1
2012,Ohio,Depository Institution,OCC,Residential Mortgage,1
2012,Ohio,Depository Institution,OCC,[Total],2
2012,Ohio,Depository Institution,[Total],[Total],2
2012,Ohio,[Total],[Total],[Total],2
2012,Oregon,Securities/Futures,SEC,Stocks,1
2012,Oregon,Securities/Futures,SEC,[Total],1
2012,Oregon,Securities/Futures,[Total],[Total],1
2012,Oregon,[Total],[Total],[Total],1
2012,Pennsylvania,Depository Institution,FDIC,Commercial Mortgage,2
2012,Pennsylvania,Depository Institution,FDIC,[Total],2
2012,Pennsylvania,Depository Institution,OCC,Debit Card,1
2012,Pennsylvania,Depository Institution,OCC,[Total],1
2012,Pennsylvania,Depository Institution,[Total],[Total],3
2012,Pennsylvania,Securities/Futures,SEC,Bonds/Notes,1
2012,Pennsylvania,Securities/Futures,SEC,[Total],1
2012,Pennsylvania,Securities/Futures,[Total],[Total],1
2012,Pennsylvania,[Total],[Total],[Total],4
2012,South Carolina,Depository Institution,FDIC,Commercial Mortgage,1
2012,South Carolina,Depository Institution,FDIC,Residential Mortgage,1
2012,South Carolina,Depository Institution,FDIC,[Total],2
2012,South Carolina,Depository Institution,OCC,Residential Mortgage,1
2012,South Carolina,Depository Institution,OCC,[Total],1
2012,South Carolina,Depository Institution,[Total],[Total],3
2012,South Carolina,[Total],[Total],[Total],3
2012,Tennessee,Securities/Futures,SEC,Stocks,1
2012,Tennessee,Securities/Futures,SEC,[Total],1
2012,Tennessee,Securities/Futures,[Total],[Total],1
2012,Tennessee,[Total],[Total],[Total],1
2012,Texas,Depository Institution,FDIC,Commercial Mortgage,1
2012,Texas,Depository Institution,FDIC,[Total],1
2012,Texas,Depository Institution,OCC,Credit Card,1
2012,Texas,Depository Institution,OCC,Debit Card,1
2012,Texas,Depository Institution,OCC,[Total],2
2012,Texas,Depository Institution,[Total],[Total],3
2012,Texas,Securities/Futures,SEC,Bonds/Notes,1
2012,Texas,Securities/Futures,SEC,Mutual Fund,2
2012,Texas,Securities/Futures,SEC,Residential Mortgage,1
2012,Texas,Securities/Futures,SEC,[Total],4
2012,Texas,Securities/Futures,[Total],[Total],4
2012,Texas,[Total],[Total],[Total],7
2012,Utah,Depository Institution,FDIC,Credit Card,1
2012,Utah,Depository Institution,FDIC,[Total],1
2012,Utah,Depository Institution,[Total],[Total],1
2012,Utah,[Total],[Total],[Total],1
2012,Virginia,Depository Institution,FDIC,Stocks,1
2012,Virginia,Depository Institution,FDIC,[Total],1
2012,Virginia,Depository Institution,[Total],[Total],1
2012,Virginia,Securities/Futures,SEC,Bonds/Notes,1
2012,Virginia,Securities/Futures,SEC,Mutual Fund,1
2012,Virginia,Securities/Futures,SEC,[Total],2
2012,Virginia,Securities/Futures,[Total],[Total],2
2012,Virginia,[Total],[Total],[Total],3
2012,Washington,Securities/Futures,SEC,Debit Card,1
2012,Washington,Securities/Futures,SEC,Mutual Fund,1
2012,Washington,Securities/Futures,SEC,Stocks,1
2012,Washington,Securities/Futures,SEC,[Total],3
2012,Washington,Securities/Futures,[Total],[Total],3
2012,Washington,[Total],[Total],[Total],3
2012,Wisconsin,Depository Institution,OCC,Residential Mortgage,1
2012,Wisconsin,Depository Institution,OCC,[Total],1
2012,Wisconsin,Depository Institution,[Total],[Total],1
2012,Wisconsin,[Total],[Total],[Total],1
2012,[Total],[Total],[Total],[Total],204
2012,California,Depository Institution,FDIC,Credit Card,1
2012,California,Depository Institution,FDIC,[Total],1
2012,California,Depository Institution,[Total],[Total],1
2012,California,Securities/Futures,SEC,Insurance/Annuity Products,1
2012,California,Securities/Futures,SEC,Mutual Fund,2
2012,California,Securities/Futures,SEC,Stocks,1
2012,California,Securities/Futures,SEC,[Total],4
2012,California,Securities/Futures,[Total],[Total],4
2012,California,[Total],[Total],[Total],5
2012,Colorado,Depository Institution,OCC,Commercial Mortgage,1
2012,Colorado,Depository Institution,OCC,Credit Card,47
2012,Colorado,Depository Institution,OCC,[Total],48
2012,Colorado,Depository Institution,[Total],[Total],48
2012,Colorado,[Total],[Total],[Total],48
2012,Connecticut,Securities/Futures,SEC,Forex Transactions,1
2012,Connecticut,Securities/Futures,SEC,Options on Securities,1
2012,Connecticut,Securities/Futures,SEC,Stocks,1
2012,Connecticut,Securities/Futures,SEC,[Total],3
2012,Connecticut,Securities/Futures,[Total],[Total],3
2012,Connecticut,[Total],[Total],[Total],3
2012,Delaware,Depository Institution,FDIC,Credit Card,14
2012,Delaware,Depository Institution,FDIC,[Total],14
2012,Delaware,Depository Institution,[Total],[Total],14
2012,Delaware,[Total],[Total],[Total],14
2012,Florida,Depository Institution,OCC,Credit Card,5
2012,Florida,Depository Institution,OCC,[Total],5
2012,Florida,Depository Institution,[Total],[Total],5
2012,Florida,[Total],[Total],[Total],5
2012,Georgia,Securities/Futures,SEC,Bonds/Notes,1
2012,Georgia,Securities/Futures,SEC,[Total],1
2012,Georgia,Securities/Futures,[Total],[Total],1
2012,Georgia,[Total],[Total],[Total],1
2012,Illinois,Depository Institution,FDIC,Debit Card,3
2012,Illinois,Depository Institution,FDIC,Residential Mortgage,35
2012,Illinois,Depository Institution,FDIC,[Total],38
2012,Illinois,Depository Institution,OCC,Debit Card,1
2012,Illinois,Depository Institution,OCC,[Total],1
2012,Illinois,Depository Institution,[Total],[Total],39
2012,Illinois,[Total],[Total],[Total],39
2012,Indiana,Depository Institution,FDIC,Debit Card,1
2012,Indiana,Depository Institution,FDIC,Residential Mortgage,2
2012,Indiana,Depository Institution,FDIC,[Total],3
2012,Indiana,Depository Institution,OCC,Forex Transactions,1
2012,Indiana,Depository Institution,OCC,Insurance/Annuity Products,1
2012,Indiana,Depository Institution,OCC,[Total],2
2012,Indiana,Depository Institution,[Total],[Total],5
2012,Indiana,[Total],[Total],[Total],5
2012,Iowa,Depository Institution,FDIC,Credit Card,1
2012,Iowa,Depository Institution,FDIC,[Total],1
2012,Iowa,Depository Institution,OCC,Debit Card,1
2012,Iowa,Depository Institution,OCC,[Total],1
2012,Iowa,Depository Institution,[Total],[Total],2
2012,Iowa,[Total],[Total],[Total],2
2012,Louisiana,Depository Institution,FDIC,Debit Card,1
2012,Louisiana,Depository Institution,FDIC,Residential Mortgage,2
2012,Louisiana,Depository Institution,FDIC,[Total],3
2012,Louisiana,Depository Institution,[Total],[Total],3
2012,Louisiana,[Total],[Total],[Total],3
2012,Maine,Depository Institution,OCC,Debit Card,1
2012,Maine,Depository Institution,OCC,[Total],1
2012,Maine,Depository Institution,[Total],[Total],1
2012,Maine,[Total],[Total],[Total],1
2012,Maryland,Depository Institution,FDIC,Debit Card,2
2012,Maryland,Depository Institution,FDIC,[Total],2
2012,Maryland,Depository Institution,[Total],[Total],2
2012,Maryland,[Total],[Total],[Total],2
2012,Massachusetts,Depository Institution,FDIC,Debit Card,1
2012,Massachusetts,Depository Institution,FDIC,Residential Mortgage,1
2012,Massachusetts,Depository Institution,FDIC,[Total],2
2012,Massachusetts,Depository Institution,OCC,Residential Mortgage,1
2012,Massachusetts,Depository Institution,OCC,[Total],1
2012,Massachusetts,Depository Institution,[Total],[Total],3
2012,Massachusetts,Securities/Futures,SEC,Mutual Fund,3
2012,Massachusetts,Securities/Futures,SEC,[Total],3
2012,Massachusetts,Securities/Futures,[Total],[Total],3
2012,Massachusetts,[Total],[Total],[Total],6
2012,Minnesota,Depository Institution,OCC,Residential Mortgage,1
2012,Minnesota,Depository Institution,OCC,[Total],1
2012,Minnesota,Depository Institution,[Total],[Total],1
2012,Minnesota,Securities/Futures,SEC,Debit Card,3
2012,Minnesota,Securities/Futures,SEC,Stocks,1
2012,Minnesota,Securities/Futures,SEC,[Total],4
2012,Minnesota,Securities/Futures,[Total],[Total],4
2012,Minnesota,[Total],[Total],[Total],5
2012,Mississippi,Depository Institution,FDIC,Credit Card,1
2012,Mississippi,Depository Institution,FDIC,[Total],1
2012,Mississippi,Depository Institution,[Total],[Total],1
2012,Mississippi,[Total],[Total],[Total],1
2012,Missouri,Depository Institution,FDIC,Debit Card,1
2012,Missouri,Depository Institution,FDIC,[Total],1
2012,Missouri,Depository Institution,OCC,Debit Card,1
2012,Missouri,Depository Institution,OCC,[Total],1
2012,Missouri,Depository Institution,[Total],[Total],2
2012,Missouri,Securities/Futures,SEC,Bonds/Notes,1
2012,Missouri,Securities/Futures,SEC,[Total],1
2012,Missouri,Securities/Futures,[Total],[Total],1
2012,Missouri,[Total],[Total],[Total],3
2012,Montana,Securities/Futures,SEC,Mutual Fund,1
2012,Montana,Securities/Futures,SEC,[Total],1
2012,Montana,Securities/Futures,[Total],[Total],1
2012,Montana,[Total],[Total],[Total],1
2012,Nebraska,Depository Institution,FDIC,Credit Card,1
2012,Nebraska,Depository Institution,FDIC,[Total],1
2012,Nebraska,Depository Institution,[Total],[Total],1
2012,Nebraska,Securities/Futures,SEC,Stocks,1
2012,Nebraska,Securities/Futures,SEC,[Total],1
2012,Nebraska,Securities/Futures,[Total],[Total],1
2012,Nebraska,[Total],[Total],[Total],2
2012,New Hampshire,Securities/Futures,SEC,Debit Card,1
2012,New Hampshire,Securities/Futures,SEC,[Total],1
2012,New Hampshire,Securities/Futures,[Total],[Total],1
2012,New Hampshire,[Total],[Total],[Total],1
2012,New Jersey,Depository Institution,OCC,Residential Mortgage,10
2012,New Jersey,Depository Institution,OCC,[Total],10
2012,New Jersey,Depository Institution,[Total],[Total],10
2012,New Jersey,Securities/Futures,SEC,Mutual Fund,2
2012,New Jersey,Securities/Futures,SEC,Stocks,2
2012,New Jersey,Securities/Futures,SEC,[Total],4
2012,New Jersey,Securities/Futures,[Total],[Total],4
2012,New Jersey,[Total],[Total],[Total],14
2012,New York,Depository Institution,OCC,Commercial Mortgage,2
2012,New York,Depository Institution,OCC,[Total],2
2012,New York,Depository Institution,[Total],[Total],2
2012,New York,Securities/Futures,SEC,Bonds/Notes,1
2012,New York,Securities/Futures,SEC,Options on Securities,2
2012,New York,Securities/Futures,SEC,Stocks,5
2012,New York,Securities/Futures,SEC,[Total],8
2012,New York,Securities/Futures,[Total],[Total],8
2012,New York,[Total],[Total],[Total],10
2012,Oklahoma,Depository Institution,FDIC,Credit Card,1
2012,Oklahoma,Depository Institution,FDIC,[Total],1
2012,Oklahoma,Depository Institution,OCC,Residential Mortgage,26
2012,Oklahoma,Depository Institution,OCC,[Total],26
2012,Oklahoma,Depository Institution,[Total],[Total],27
2012,Oklahoma,[Total],[Total],[Total],27
2012,Pennsylvania,Depository Institution,FDIC,Commercial Mortgage,1
2012,Pennsylvania,Depository Institution,FDIC,Forex Transactions,1
2012,Pennsylvania,Depository Institution,FDIC,[Total],2
2012,Pennsylvania,Depository Institution,[Total],[Total],2
2012,Pennsylvania,[Total],[Total],[Total],2
2012,Tennessee,Securities/Futures,SEC,Bonds/Notes,1
2012,Tennessee,Securities/Futures,SEC,Insurance/Annuity Products,1
2012,Tennessee,Securities/Futures,SEC,[Total],2
2012,Tennessee,Securities/Futures,[Total],[Total],2
2012,Tennessee,[Total],[Total],[Total],2
2012,Texas,Depository Institution,FDIC,Residential Mortgage,1
2012,Texas,Depository Institution,FDIC,[Total],1
2012,Texas,Depository Institution,OCC,Bonds/Notes,1
2012,Texas,Depository Institution,OCC,Commercial Mortgage,1
2012,Texas,Depository Institution,OCC,Credit Card,1
2012,Texas,Depository Institution,OCC,Debit Card,1
2012,Texas,Depository Institution,OCC,Insurance/Annuity Products,1
2012,Texas,Depository Institution,OCC,Residential Mortgage,1
2012,Texas,Depository Institution,OCC,[Total],6
2012,Texas,Depository Institution,[Total],[Total],7
2012,Texas,Securities/Futures,SEC,Bonds/Notes,1
2012,Texas,Securities/Futures,SEC,Stocks,1
2012,Texas,Securities/Futures,SEC,[Total],2
2012,Texas,Securities/Futures,[Total],[Total],2
2012,Texas,[Total],[Total],[Total],9
2012,Washington,Securities/Futures,SEC,Debit Card,1
2012,Washington,Securities/Futures,SEC,[Total],1
2012,Washington,Securities/Futures,[Total],[Total],1
2012,Washington,[Total],[Total],[Total],1
2012,West Virginia,Depository Institution,FDIC,Credit Card,1
2012,West Virginia,Depository Institution,FDIC,[Total],1
2012,West Virginia,Depository Institution,[Total],[Total],1
2012,West Virginia,[Total],[Total],[Total],1
2012,Wisconsin,Depository Institution,FDIC,Residential Mortgage,20
2012,Wisconsin,Depository Institution,FDIC,[Total],20
2012,Wisconsin,Depository Institution,OCC,Credit Card,1
2012,Wisconsin,Depository Institution,OCC,Insurance/Annuity Products,1
2012,Wisconsin,Depository Institution,OCC,[Total],2
2012,Wisconsin,Depository Institution,[Total],[Total],22
2012,Wisconsin,[Total],[Total],[Total],22
2012,Wyoming,Depository Institution,FDIC,Debit Card,1
2012,Wyoming,Depository Institution,FDIC,[Total],1
2012,Wyoming,Depository Institution,[Total],[Total],1
2012,Wyoming,[Total],[Total],[Total],1
2012,[Total],[Total],[Total],[Total],236
2012,Alabama,Securities/Futures,SEC,Insurance/Annuity Products,1
2012,Alabama,Securities/Futures,SEC,[Total],1
2012,Alabama,Securities/Futures,[Total],[Total],1
2012,Alabama,[Total],[Total],[Total],1
2012,California,Securities/Futures,CFTC,Forex Transactions,3
2012,California,Securities/Futures,CFTC,[Total],3
2012,California,Securities/Futures,SEC,Mutual Fund,1
2012,California,Securities/Futures,SEC,Stocks,3
2012,California,Securities/Futures,SEC,[Total],4
2012,California,Securities/Futures,[Total],[Total],7
2012,California,[Total],[Total],[Total],7
2012,Colorado,Depository Institution,OCC,Commercial Mortgage,1
2012,Colorado,Depository Institution,OCC,Credit Card,37
2012,Colorado,Depository Institution,OCC,Stocks,1
2012,Colorado,Depository Institution,OCC,[Total],39
2012,Colorado,Depository Institution,[Total],[Total],39
2012,Colorado,[Total],[Total],[Total],39
2012,Connecticut,Depository Institution,FDIC,Credit Card,1
2012,Connecticut,Depository Institution,FDIC,[Total],1
2012,Connecticut,Depository Institution,[Total],[Total],1
2012,Connecticut,Securities/Futures,SEC,Options on Securities,1
2012,Connecticut,Securities/Futures,SEC,Stocks,2
2012,Connecticut,Securities/Futures,SEC,[Total],3
2012,Connecticut,Securities/Futures,[Total],[Total],3
2012,Connecticut,[Total],[Total],[Total],4
2012,Delaware,Depository Institution,FDIC,Credit Card,17
2012,Delaware,Depository Institution,FDIC,[Total],17
2012,Delaware,Depository Institution,[Total],[Total],17
2012,Delaware,[Total],[Total],[Total],17
2012,Florida,Depository Institution,FDIC,Debit Card,1
2012,Florida,Depository Institution,FDIC,[Total],1
2012,Florida,Depository Institution,[Total],[Total],1
2012,Florida,Securities/Futures,SEC,Bonds/Notes,1
2012,Florida,Securities/Futures,SEC,Debit Card,1
2012,Florida,Securities/Futures,SEC,Stocks,1
2012,Florida,Securities/Futures,SEC,[Total],3
2012,Florida,Securities/Futures,[Total],[Total],3
2012,Florida,[Total],[Total],[Total],4
2012,Georgia,Depository Institution,FDIC,Residential Mortgage,1
2012,Georgia,Depository Institution,FDIC,[Total],1
2012,Georgia,Depository Institution,OCC,Credit Card,1
2012,Georgia,Depository Institution,OCC,[Total],1
2012,Georgia,Depository Institution,[Total],[Total],2
2012,Georgia,[Total],[Total],[Total],2
2012,Illinois,Depository Institution,FDIC,Residential Mortgage,2
2012,Illinois,Depository Institution,FDIC,[Total],2
2012,Illinois,Depository Institution,OCC,Credit Card,2
2012,Illinois,Depository Institution,OCC,Debit Card,1
2012,Illinois,Depository Institution,OCC,[Total],3
2012,Illinois,Depository Institution,[Total],[Total],5
2012,Illinois,Securities/Futures,CFTC,Futures/Options on Futures,1
2012,Illinois,Securities/Futures,CFTC,[Total],1
2012,Illinois,Securities/Futures,SEC,Options on Securities,2
2012,Illinois,Securities/Futures,SEC,Stocks,3
2012,Illinois,Securities/Futures,SEC,[Total],5
2012,Illinois,Securities/Futures,[Total],[Total],6
2012,Illinois,[Total],[Total],[Total],11
2012,Indiana,Depository Institution,FDIC,Debit Card,1
2012,Indiana,Depository Institution,FDIC,[Total],1
2012,Indiana,Depository Institution,[Total],[Total],1
2012,Indiana,[Total],[Total],[Total],1
2012,Kansas,Depository Institution,FDIC,Bonds/Notes,1
2012,Kansas,Depository Institution,FDIC,Commercial Mortgage,2
2012,Kansas,Depository Institution,FDIC,[Total],3
2012,Kansas,Depository Institution,[Total],[Total],3
2012,Kansas,[Total],[Total],[Total],3
2012,Kentucky,Depository Institution,FDIC,Debit Card,2
2012,Kentucky,Depository Institution,FDIC,Residential Mortgage,1
2012,Kentucky,Depository Institution,FDIC,[Total],3
2012,Kentucky,Depository Institution,[Total],[Total],3
2012,Kentucky,[Total],[Total],[Total],3
2012,Louisiana,Depository Institution,FDIC,Debit Card,1
2012,Louisiana,Depository Institution,FDIC,[Total],1
2012,Louisiana,Depository Institution,[Total],[Total],1
2012,Louisiana,[Total],[Total],[Total],1
2012,Maryland,Depository Institution,FDIC,Residential Mortgage,1
2012,Maryland,Depository Institution,FDIC,[Total],1
2012,Maryland,Depository Institution,OCC,Credit Card,1
2012,Maryland,Depository Institution,OCC,[Total],1
2012,Maryland,Depository Institution,[Total],[Total],2
2012,Maryland,[Total],[Total],[Total],2
2012,Michigan,Depository Institution,FDIC,Residential Mortgage,2
2012,Michigan,Depository Institution,FDIC,[Total],2
2012,Michigan,Depository Institution,[Total],[Total],2
2012,Michigan,[Total],[Total],[Total],2
2012,Minnesota,Depository Institution,FDIC,Debit Card,1
2012,Minnesota,Depository Institution,FDIC,[Total],1
2012,Minnesota,Depository Institution,[Total],[Total],1
2012,Minnesota,Securities/Futures,SEC,Bonds/Notes,1
2012,Minnesota,Securities/Futures,SEC,Debit Card,3
2012,Minnesota,Securities/Futures,SEC,Mutual Fund,1
2012,Minnesota,Securities/Futures,SEC,[Total],5
2012,Minnesota,Securities/Futures,[Total],[Total],5
2012,Minnesota,[Total],[Total],[Total],6
2012,Mississippi,Depository Institution,FDIC,Debit Card,1
2012,Mississippi,Depository Institution,FDIC,[Total],1
2012,Mississippi,Depository Institution,[Total],[Total],1
2012,Mississippi,[Total],[Total],[Total],1
2012,Missouri,Depository Institution,FDIC,Commercial Mortgage,1
2012,Missouri,Depository Institution,FDIC,Credit Card,1
2012,Missouri,Depository Institution,FDIC,Debit Card,2
2012,Missouri,Depository Institution,FDIC,[Total],4
2012,Missouri,Depository Institution,OCC,Debit Card,2
2012,Missouri,Depository Institution,OCC,[Total],2
2012,Missouri,Depository Institution,[Total],[Total],6
2012,Missouri,[Total],[Total],[Total],6
2012,New Jersey,Depository Institution,FDIC,Commercial Mortgage,1
2012,New Jersey,Depository Institution,FDIC,[Total],1
2012,New Jersey,Depository Institution,OCC,Residential Mortgage,7
2012,New Jersey,Depository Institution,OCC,[Total],7
2012,New Jersey,Depository Institution,[Total],[Total],8
2012,New Jersey,Securities/Futures,CFTC,Forex Transactions,1
2012,New Jersey,Securities/Futures,CFTC,[Total],1
2012,New Jersey,Securities/Futures,SEC,Bonds/Notes,1
2012,New Jersey,Securities/Futures,SEC,Debit Card,1
2012,New Jersey,Securities/Futures,SEC,Stocks,3
2012,New Jersey,Securities/Futures,SEC,[Total],5
2012,New Jersey,Securities/Futures,[Total],[Total],6
2012,New Jersey,[Total],[Total],[Total],14
2012,New York,Depository Institution,FDIC,Bonds/Notes,1
2012,New York,Depository Institution,FDIC,Insurance/Annuity Products,1
2012,New York,Depository Institution,FDIC,[Total],2
2012,New York,Depository Institution,OCC,Commercial Mortgage,1
2012,New York,Depository Institution,OCC,Forex Transactions,1
2012,New York,Depository Institution,OCC,[Total],2
2012,New York,Depository Institution,[Total],[Total],4
2012,New York,Securities/Futures,SEC,Mutual Fund,1
2012,New York,Securities/Futures,SEC,Stocks,4
2012,New York,Securities/Futures,SEC,[Total],5
2012,New York,Securities/Futures,[Total],[Total],5
2012,New York,[Total],[Total],[Total],9
2012,North Carolina,Depository Institution,FDIC,Residential Mortgage,1
2012,North Carolina,Depository Institution,FDIC,[Total],1
2012,North Carolina,Depository Institution,[Total],[Total],1
2012,North Carolina,[Total],[Total],[Total],1
2012,Ohio,Depository Institution,FDIC,Debit Card,1
2012,Ohio,Depository Institution,FDIC,[Total],1
2012,Ohio,Depository Institution,[Total],[Total],1
2012,Ohio,[Total],[Total],[Total],1
2012,Oklahoma,Depository Institution,OCC,Residential Mortgage,127
2012,Oklahoma,Depository Institution,OCC,[Total],127
2012,Oklahoma,Depository Institution,[Total],[Total],127
2012,Oklahoma,[Total],[Total],[Total],127
2012,Pennsylvania,Depository Institution,FDIC,Commercial Mortgage,1
2012,Pennsylvania,Depository Institution,FDIC,Debit Card,3
2012,Pennsylvania,Depository Institution,FDIC,Residential Mortgage,1
2012,Pennsylvania,Depository Institution,FDIC,[Total],5
2012,Pennsylvania,Depository Institution,OCC,Debit Card,1
2012,Pennsylvania,Depository Institution,OCC,Residential Mortgage,1
2012,Pennsylvania,Depository Institution,OCC,[Total],2
2012,Pennsylvania,Depository Institution,[Total],[Total],7
2012,Pennsylvania,[Total],[Total],[Total],7
2012,South Carolina,Depository Institution,FDIC,Credit Card,1
2012,South Carolina,Depository Institution,FDIC,Debit Card,1
2012,South Carolina,Depository Institution,FDIC,[Total],2
2012,South Carolina,Depository Institution,[Total],[Total],2
2012,South Carolina,[Total],[Total],[Total],2
2012,Texas,Depository Institution,FDIC,Credit Card,1
2012,Texas,Depository Institution,FDIC,[Total],1
2012,Texas,Depository Institution,OCC,Debit Card,3
2012,Texas,Depository Institution,OCC,[Total],3
2012,Texas,Depository Institution,[Total],[Total],4
2012,Texas,Securities/Futures,SEC,Debit Card,1
2012,Texas,Securities/Futures,SEC,Mutual Fund,1
2012,Texas,Securities/Futures,SEC,[Total],2
2012,Texas,Securities/Futures,[Total],[Total],2
2012,Texas,[Total],[Total],[Total],6
2012,Virginia,Depository Institution,FDIC,Debit Card,1
2012,Virginia,Depository Institution,FDIC,[Total],1
2012,Virginia,Depository Institution,OCC,Debit Card,2
2012,Virginia,Depository Institution,OCC,[Total],2
2012,Virginia,Depository Institution,[Total],[Total],3
2012,Virginia,[Total],[Total],[Total],3
2012,Washington,Depository Institution,OCC,Commercial Mortgage,1
2012,Washington,Depository Institution,OCC,[Total],1
2012,Washington,Depository Institution,[Total],[Total],1
2012,Washington,[Total],[Total],[Total],1
2012,Wisconsin,Depository Institution,FDIC,Credit Card,1
2012,Wisconsin,Depository Institution,FDIC,Debit Card,1
2012,Wisconsin,Depository Institution,FDIC,Residential Mortgage,1
2012,Wisconsin,Depository Institution,FDIC,[Total],3
2012,Wisconsin,Depository Institution,[Total],[Total],3
2012,Wisconsin,[Total],[Total],[Total],3
2012,[Total],[Total],[Total],[Total],284
2012,Alabama,Depository Institution,OCC,Bonds/Notes,1
2012,Alabama,Depository Institution,OCC,Credit Card,1
2012,Alabama,Depository Institution,OCC,Debit Card,4
2012,Alabama,Depository Institution,OCC,Residential Mortgage,2
2012,Alabama,Depository Institution,OCC,Stocks,1
2012,Alabama,Depository Institution,OCC,[Total],9
2012,Alabama,Depository Institution,[Total],[Total],9
2012,Alabama,[Total],[Total],[Total],9
2012,Alaska,Depository Institution,OCC,Bonds/Notes,1
2012,Alaska,Depository Institution,OCC,Credit Card,1
2012,Alaska,Depository Institution,OCC,[Total],2
2012,Alaska,Depository Institution,[Total],[Total],2
2012,Alaska,[Total],[Total],[Total],2
2012,Arizona,Depository Institution,OCC,Bonds/Notes,3
2012,Arizona,Depository Institution,OCC,Credit Card,26
2012,Arizona,Depository Institution,OCC,Debit Card,10
2012,Arizona,Depository Institution,OCC,[Total],39
2012,Arizona,Depository Institution,[Total],[Total],39
2012,Arizona,[Total],[Total],[Total],39
2012,Arkansas,Depository Institution,OCC,Bonds/Notes,1
2012,Arkansas,Depository Institution,OCC,[Total],1
2012,Arkansas,Depository Institution,[Total],[Total],1
2012,Arkansas,[Total],[Total],[Total],1
2012,California,Depository Institution,FDIC,Residential Mortgage,1
2012,California,Depository Institution,FDIC,[Total],1
2012,California,Depository Institution,OCC,Bonds/Notes,2
2012,California,Depository Institution,OCC,Commercial Paper,1
2012,California,Depository Institution,OCC,Credit Card,15
2012,California,Depository Institution,OCC,Debit Card,45
2012,California,Depository Institution,OCC,Forex Transactions,1
2012,California,Depository Institution,OCC,Home Equity Loan,3
2012,California,Depository Institution,OCC,Insurance/Annuity Products,1
2012,California,Depository Institution,OCC,Residential Mortgage,196
2012,California,Depository Institution,OCC,[Total],264
2012,California,Depository Institution,[Total],[Total],265
2012,California,Securities/Futures,SEC,Mutual Fund,1
2012,California,Securities/Futures,SEC,Stocks,1
2012,California,Securities/Futures,SEC,[Total],2
2012,California,Securities/Futures,[Total],[Total],2
2012,California,[Total],[Total],[Total],267
2012,Colorado,Depository Institution,OCC,Bonds/Notes,1
2012,Colorado,Depository Institution,OCC,Credit Card,23
2012,Colorado,Depository Institution,OCC,Debit Card,1
2012,Colorado,Depository Institution,OCC,[Total],25
2012,Colorado,Depository Institution,[Total],[Total],25
2012,Colorado,[Total],[Total],[Total],25
2012,Connecticut,Depository Institution,OCC,Debit Card,1
2012,Connecticut,Depository Institution,OCC,[Total],1
2012,Connecticut,Depository Institution,[Total],[Total],1
2012,Connecticut,Securities/Futures,SEC,Futures/Options on Futures,1
2012,Connecticut,Securities/Futures,SEC,Options on Securities,1
2012,Connecticut,Securities/Futures,SEC,Security Futures Products,1
2012,Connecticut,Securities/Futures,SEC,Stocks,2
2012,Connecticut,Securities/Futures,SEC,[Total],5
2012,Connecticut,Securities/Futures,[Total],[Total],5
2012,Connecticut,[Total],[Total],[Total],6
2012,Delaware,Depository Institution,FDIC,Credit Card,15
2012,Delaware,Depository Institution,FDIC,Debit Card,1
2012,Delaware,Depository Institution,FDIC,[Total],16
2012,Delaware,Depository Institution,[Total],[Total],16
2012,Delaware,[Total],[Total],[Total],16
2012,District of Columbia,Depository Institution,OCC,Credit Card,1
2012,District of Columbia,Depository Institution,OCC,Debit Card,1
2012,District of Columbia,Depository Institution,OCC,[Total],2
2012,District of Columbia,Depository Institution,[Total],[Total],2
2012,District of Columbia,[Total],[Total],[Total],2
2012,Florida,Depository Institution,OCC,Bonds/Notes,9
2012,Florida,Depository Institution,OCC,Credit Card,12
2012,Florida,Depository Institution,OCC,Debit Card,26
2012,Florida,Depository Institution,OCC,Residential Mortgage,4
2012,Florida,Depository Institution,OCC,[Total],51
2012,Florida,Depository Institution,[Total],[Total],51
2012,Florida,Securities/Futures,SEC,Bonds/Notes,1
2012,Florida,Securities/Futures,SEC,[Total],1
2012,Florida,Securities/Futures,[Total],[Total],1
2012,Florida,[Total],[Total],[Total],52
2012,Georgia,Depository Institution,FDIC,Debit Card,2
2012,Georgia,Depository Institution,FDIC,[Total],2
2012,Georgia,Depository Institution,OCC,Debit Card,2
2012,Georgia,Depository Institution,OCC,[Total],2
